,metal,linker_SMILES
5503,Na,N[C@@H](CCC(=O)O)C(=O)O
5504,Pb,O=C(O)CN1C=C(C(=O)O)CC(=O)C1
5505,Cd,c1cncc(CNNCc2cccnc2)c1
5506,Pb,O=C(O)CN1C=C(O)CC(C(=O)O)=C1
5507,Pr,O=C(O)c1cc(O)cc(C(=O)O)n1
5508,Cd,O=C(O)c1cc(C(=O)O)cc(-c2ccc3c4c(c(-c5cc(C(=O)O)cc(C(=O)O)c5)cc3c2)OP(=O)(O)Oc2c(-c3cc(C(=O)O)cc(C(=O)O)c3)cc3cc(-c5cc(C(=O)O)cc(C(=O)O)c5)ccc3c2-4)c1
5509,In,O=C(O)c1ccc(-c2ccc3c4c(c(-c5ccc(C(=O)O)cc5)cc3c2)OP(=O)(O)Oc2c(-c3ccc(C(=O)O)cc3)cc3cc(-c5ccc(C(=O)O)cc5)ccc3c2-4)cc1
5510,Cd,CC(C)(C)c1cc(C(=O)O)cc(C(=O)O)c1
5511,Tl,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
5512,Co,Cc1c(-c2ccncc2)cc(C(=O)O)cc1-c1ccncc1
5513,Nd,O=C(O)CSc1nnc(SCC(=O)O)s1
5514,Er,O=C(O)CSc1nnc(SCC(=O)O)s1
5515,Pr,O=C(O)CSc1nnc(SCC(=O)O)s1
5516,Eu,O=C(O)CSc1nnc(SCC(=O)O)s1
5517,Cs,O=C1C([N+](=O)[O-])=C(O)C([N+](=O)[O-])C(O)=C1[N+](=O)[O-]
5518,Cd,O=C(O)c1cncc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1
5519,Ba,O=P(O)(O)CCP(=O)(O)O
5520,Ba,O=P(O)(O)CCCP(=O)(O)O
5521,Ba,O=P(O)(O)CCCCP(=O)(O)O
5522,Ca,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1
5523,Zn,O=C(O)c1cc(OCc2ccc(-c3ccccc3C(=O)O)cc2)cc(C(=O)O)c1
5524,Ag,C/C(=N\N=C(/C)c1cnccn1)c1cnccn1
5525,Cu,O=C(O)C1C=CN(CCCN2C=CC(C(=O)O)C=C2)C=C1
5526,Eu,N[C@@H](CC(=O)O)C(=O)O
5527,Na,O=C(O)c1cc(S(O)(O)O)c2cc3c(S(O)(O)O)cc(C(=O)O)c(C(=O)O)c3nc2c1C(=O)O
5528,U,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2[N+](=O)[O-])c([N+](=O)[O-])c1
5529,Ti,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1
5530,Na,O=C(O)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)cn1
5531,Sb,O=P(O)(O)CCP(=O)(O)O
5532,Cd,O=C(O)c1ccccc1NNc1ccccc1C(=O)O
5533,Zn,O=C(O)c1ccccc1NNc1ccccc1C(=O)O
5534,La,O=C(O)CCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCCC(=O)O)C3=O
5535,Sr,O=C(O)c1ccc(C(=O)O)nc1
5536,Ca,O=C(O)CCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCCC(=O)O)C3=O
5537,Li,O=C(O)CCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCCC(=O)O)C3=O
5538,Na,O=C(O)CCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCCC(=O)O)C3=O
5539,Zn,Cc1cc2c(O)c(c1)CN(CC(=O)O)CCCCN(CC(=O)O)Cc1cc(C)cc(c1O)CN(CC(=O)O)CCCCN(CC(=O)O)C2
5540,Zn,[C]c1nnn[nH]1
5541,Zn,O=C(O)c1cc(COc2cc(C(=O)O)cc(C(=O)O)c2)cc(COc2cc(C(=O)O)cc(C(=O)O)c2)c1
5542,Mn,O=C(O)C#CC(=O)O
5543,Fe,c1cn(CCCCn2ccnc2)cn1
5544,Cd,O=C(O)c1cccc(-c2cncc(-c3cccc(C(=O)O)c3)c2)c1
5545,Zn,O=C(O)c1cccc(-c2cncc(-c3cccc(C(=O)O)c3)c2)c1
5546,Ag,O=S(=O)(c1cc[n+]([O-])cc1)c1cc[n+]([O-])cc1
5547,Li,O=S1(=O)CCCC1
5548,Cu,O=C(O)[C@H]1CC[C@H](C(=O)O)CC1
5549,Co,O=C(O)c1cc(-n2cncn2)cc(-n2cncn2)c1
5550,Gd,O=C(O)CN(CC(=O)O)CC(=O)O
5551,Tb,O=C(O)CN(CC(=O)O)CC(=O)O
5552,Cu,O=C(O)c1cc(OCn2cncn2)cc(C(=O)O)c1
5553,Co,O=C(O)c1cc(OCn2cncn2)cc(C(=O)O)c1
5554,Cd,O=C(O)c1cc(OCn2cncn2)cc(C(=O)O)c1
5555,Cu,O=C(O)c1ccc(-c2cc(-c3cccnc3)cc(-c3ccc(C(=O)O)cc3)n2)cc1
5556,Cu,O=C(O)c1ccc(-c2cc(C(=O)O)cc(-c3ccc(C(=O)O)cc3)c2F)cc1
5557,Cu,O=C(O)c1ccc(-c2cc(C(=O)O)cc(-c3ccc(C(=O)O)cc3)c2Cl)cc1
5558,Cu,[C]c1c(-c2ccc(C(=O)O)cc2)cc(C(=O)O)cc1-c1ccc(C(=O)O)cc1
5559,Cu,[C]Oc1c(-c2ccc(C(=O)O)cc2)cc(C(=O)O)cc1-c1ccc(C(=O)O)cc1
5560,Pb,O=C1CC(=O)NC(=S)N1
5561,Zn,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
5562,Ag,c1nnc(SCSc2nncs2)s1
5563,In,O=C(O)c1cc(C(=O)O)cc(C(=O)C(=O)c2cc(C(=O)O)cc(C(=O)O)c2)c1
5564,Er,O=C(O)c1nccnc1C(=O)O
5565,Dy,O=C(O)c1nccnc1C(=O)O
5566,Ho,O=C(O)c1nccnc1C(=O)O
5567,Zn,O=C(O)c1cc(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O
5568,Cu,Cc1cncc(C(=O)O)c1
5569,Pb,Cc1cncc(C(=O)O)c1
5570,Ni,Cc1cncc(C(=O)O)c1
5571,Cd,Cc1c(C)c(-c2ccncc2)c(C)c(C)c1B(c1c(C)c(C)c(-c2ccncc2)c(C)c1C)c1c(C)c(C)c(-c2ccncc2)c(C)c1C
5572,Cu,Cc1c(C)c(-c2ccncc2)c(C)c(C)c1B(c1c(C)c(C)c(-c2ccncc2)c(C)c1C)c1c(C)c(C)c(-c2ccncc2)c(C)c1C
5573,Co,Cc1c(C)c(-c2ccncc2)c(C)c(C)c1B(c1c(C)c(C)c(-c2ccncc2)c(C)c1C)c1c(C)c(C)c(-c2ccncc2)c(C)c1C
5574,Cu,c1nnnn1CCCCn1cnnn1
5575,Cd,O=C(O)c1ccc(C(=O)O)c(-c2cccnc2)c1
5576,Zn,Ic1ccc(-c2c3nc(c(-c4ccncc4)c4ccc([nH]4)c(-c4ccc(I)cc4)c4nc(c(-c5ccncc5)c5ccc2[nH]5)C=C4)C=C3)cc1
5577,Cu,O=C(O)c1cc(C(=O)O)c(F)c(C(=O)O)c1
5578,K,O=C(O)c1nn[nH]c1C(=O)O
5579,Ce,O=C(O)[C@@H](O)[C@@H](O)C(=O)O
5580,Sr,O=C(O)[C@@H](O)P(=O)(O)O
5581,Ag,N#Cc1cccc(CN2CCN(Cc3cccc(C#N)c3)CC2)c1
5582,Cs,O=C(O)[C@H](O)[C@@H](O)C(=O)O
5583,Cs,O=C(O)[C@@H](O)[C@H](O)C(=O)O
5584,Cr,N#CC(C#N)=C(C#N)C(C#N)C#N
5585,Zn,Cc1c(C)c(CNc2cc(C(=O)O)cc(C(=O)O)c2)c(C)c(C)c1CNc1cc(C(=O)O)cc(C(=O)O)c1
5586,U,O=C(O)c1ccc(C(=O)O)s1
5587,Pb,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2C(F)(F)F)c(C(F)(F)F)c1
5588,Co,O=C(O)CCP(=O)(O)O
5589,Ga,c1n[nH]cc1-c1cn[nH]c1
5590,Pr,Nc1cc(C(=O)O)c(N)cc1C(=O)O
5591,Cu,COc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1
5592,Tb,O=C(O)c1cc(C(=O)O)cc(-c2cccc(C(=O)O)c2C(=O)O)c1
5593,Ni,O=C(O)c1cncc(C(=O)O)c1
5594,Zr,O=C(O)c1ccc2c(c1)C(=O)c1cc(C(=O)O)ccc1-2
5595,Zr,O=C(O)c1ccc2c(c1)S(=O)(=O)c1cc(C(=O)O)ccc1-2
5596,Zn,O=C(O)c1ccc(NC[C@H]2C=NC=N2)cc1
5597,Pr,Nc1c(C(=O)O)ccc(C(=O)O)c1N
5598,Fe,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2C(=O)O)c(C(=O)O)c1
5599,Ni,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2C(=O)O)c(C(=O)O)c1
5600,Zn,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2C(=O)O)c(C(=O)O)c1
5601,Pb,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2C(=O)O)c(C(=O)O)c1
5602,Cd,Cc1ccc2c(-c3ccncc3)cc(-c3ccncc3)c(O)c2n1
5603,Ag,Cc1nnc(C)[nH]1
5604,Sr,O=P(O)(O)CN1CCN(CP(=O)(O)O)CC1
5605,Eu,O=C(O)c1cc(C#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5606,Sr,O=P(O)(O)c1ccc(-c2cc(-c3ccc(P(=O)(O)O)cc3)cc(-c3ccc(P(=O)(O)O)cc3)c2)cc1
5607,K,O=c1cc2oc3cc(O)c(O)cc3c(C3=CCC=CC3)c-2cc1O
5608,Pb,O=C(O)/C=C/C(=O)O
5609,Pb,CSc1ccc(C#Cc2cc(C(=O)O)ccc2OCC(COc2ccc(C(=O)O)cc2C#Cc2ccc(SC)cc2)(COc2ccc(C(=O)O)cc2C#Cc2ccc(SC)cc2)COc2ccc(C(=O)O)cc2C#Cc2ccc(SC)cc2)cc1
5610,Cs,O=C(O)CCCCCC(=O)O
5611,Rb,O=C(O)CCCCCC(=O)O
5612,Rb,O=C(O)CCCCC(=O)O
5613,Rb,O=C(O)CCCCCCCCC(=O)O
5614,Li,O=C(O)CCCCCC(=O)O
5615,Na,O=C(O)CCCCCC(=O)O
5616,Cs,C[Si](C)(C)N[Si](C)(C)C
5617,K,O=C(O)CCCCCCC(=O)O
5618,Na,C[Si](C)(C)N[Si](C)(C)C
5619,Rb,C[Si](C)(C)N[Si](C)(C)C
5620,Cs,O=C(O)CCCCCCCC(=O)O
5621,Li,OCO
5622,Ag,C(=N/n1cnnc1)\c1cccnc1
5623,Sr,O=CO
5624,Sr,CC(O)O
5625,Cd,C(=N/N=C/c1ccncc1)\c1ccncc1
5626,U,O=C(CCC(=O)OO)OO
5627,Pb,O=C(O)CC(CC(=O)O)C(=O)O
5628,Cd,CC(C)(C)c1cc2c3nc(-c4ccc(C(=O)O)cc4)[nH]c3c3cc(C(C)(C)C)cc4c5nc(-c6ccc(C(=O)O)cc6)[nH]c5c(c1)c2c43
5629,Na,O=C1NN[C@@H]2NC(=O)N[C@H]2N1
5630,Zn,Nc1cc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)c4ccccc34)c2)ccc1C(=O)O
5631,Zn,O=C(O)c1c(F)cc(-c2cc(-c3cc(F)c(C(=O)O)c(F)c3)cc(-c3cc(F)c(C(=O)O)c(F)c3)c2)cc1F
5632,Zn,Nc1cc(C(=O)O)ccc1-c1cc(-c2ccc(C(=O)O)cc2N)cc(-c2ccc(C(=O)O)cc2N)c1
5633,Cu,O=C(O)c1ccc(C(=O)O)c2ccccc12
5634,Cu,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
5635,Cu,O=C(O)c1ccc(-c2ccc(C(c3ccc(-c4ccc(C(=O)O)cc4)cc3)(c3ccc(-c4ccc(C(=O)O)cc4)cc3)c3ccc(-c4ccc(C(=O)O)cc4)cc3)cc2)cc1
5636,Na,O=c1cc(-c2ccccc2)oc2c(S(O)(O)O)c(O)cc(O)c12
5637,Zn,O=C(O)[C@H]1CCC[C@@H](C(=O)O)C1
5638,In,O=C(O)c1ccc(C(=O)O)o1
5639,Co,O=C(O)c1ccc(CN2C=CC(=C3C=CN(Cc4ccc(C(=O)O)cc4)C=C3)C=C2)cc1
5640,Ag,C/C(=N\n1cnnc1)c1cccnc1
5641,Zn,c1cc(-c2cn[nH]c2)ccc1-c1cn[nH]c1
5642,Ca,O=C(O)c1ccc2c(c1)C(=O)c1cc(C(=O)O)ccc1-2
5643,Sr,O=C(O)c1ccc2c(c1)C(=O)c1cc(C(=O)O)ccc1-2
5644,Co,O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12
5645,Nd,[O-][n+]1cc[n+]([O-])cc1
5646,Dy,[O-][n+]1cc[n+]([O-])cc1
5647,Ho,[O-][n+]1cc[n+]([O-])cc1
5648,Er,[O-][n+]1cc[n+]([O-])cc1
5649,Zn,CC(=O)Nc1cc(C(=O)O)cc(C(=O)O)c1
5650,Cd,O=C(Nc1nnn[nH]1)c1ccccc1
5651,Zn,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O
5652,Cu,Cc1c(C(=O)O)c(C)c(C(=O)O)c(C)c1C(=O)O
5653,Zn,CCOc1cc(-c2ccc(C(=O)O)cc2)c2cc(-c3ccc(C(=O)O)cc3)ccc2c1-c1c(OCC)cc(-c2ccc(C(=O)O)cc2)c2cc(-c3ccc(C(=O)O)cc3)ccc12
5654,Zn,O=C(O)c1ccc(-c2ccc3c(-c4c(O)cc(-c5ccc(C(=O)O)cc5)c5cc(-c6ccc(C(=O)O)cc6)ccc45)c(O)cc(-c4ccc(C(=O)O)cc4)c3c2)cc1
5655,Cd,O=C(O)CCn1ccnc1-c1nccn1CCC(=O)O
5656,K,O=C(O)CCNC1=NC(=O)/C(=C/c2ccccc2Cl)N1
5657,Ag,CCCC[C@H]1NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
5658,Co,O=C(O)c1cc[n+]([O-])cc1
5659,Co,O=C(O)c1ccc(-c2cc(C(=O)O)c(C(=O)O)cc2-c2ccc(C(=O)O)cc2)cc1
5660,Cd,CC1=NN(c2ccccc2)C(=O)C1
5661,Hf,O=C(O)c1ccc(NNc2ccc(C(=O)O)cc2)cc1
5662,Eu,c1ccc2[nH]nnc2c1
5663,Zn,O=C(O)c1ccc(CN2C=CN(c3cc(C(=O)O)cc(C(=O)O)c3)C2)cc1
5664,Ga,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1
5665,K,O=[N+]([O-])C1=NC([N+](=O)[O-])=C2[C@H]1C([N+](=O)[O-])=N[C@H]2[N+](=O)[O-]
5666,Cd,O=C(O)c1ccc(Oc2cncc(C(=O)O)c2)cc1
5667,Tb,O=C(O)[C@H]1C[C@@H](C(=O)O)[C@@H](C(=O)O)C[C@H]1C(=O)O
5668,Yb,O=C(O)[C@H]1C[C@@H](C(=O)O)[C@@H](C(=O)O)C[C@H]1C(=O)O
5669,Dy,O=C(O)[C@H]1C[C@@H](C(=O)O)[C@@H](C(=O)O)C[C@H]1C(=O)O
5670,Ag,c1nnc[nH]1
5671,Ni,O=C(O)c1ccc(Oc2cncc(C(=O)O)c2)cc1
5672,Cu,CN1C=CN(C)C1C1=NCC=N1
5673,Co,O=C(O)c1cc(C(=O)O)nc(C(=O)O)c1
5674,Co,O=C(O)c1ccc(Cn2cnc(C(=O)O)c2C(=O)O)cc1
5675,Co,O=C(O)Cn1cnc(C(=O)O)c1
5676,Mn,O=C(O)c1ccc(C(=O)O)c2c(C(=O)O)ccc(C(=O)O)c12
5677,Zn,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
5678,Cu,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
5679,Ba,O=C(O)COc1cccc(OCC(=O)O)c1
5680,Cu,C=CCOn1nnc2ccccc21
5681,Cs,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
5682,Cs,O=C(O)c1cc(S(O)(O)O)ccc1O
5683,Cs,O=C1C=C[C@H]([N+](=O)[O-])C=C1[N+](=O)[O-]
5684,Co,O=C(O)c1ccc(-c2ccnc(C(=O)O)c2)c(C(=O)O)c1
5685,Na,O=[N+]([O-])Nc1nnnn1CC(O)Cn1nnnc1N[N+](=O)[O-]
5686,Ag,C[C@H](N/N=C(C(=N/N[C@H](C)c1cnccn1)\c1ccccc1)/c1ccccc1)c1cnccn1
5687,Gd,O=C(O)c1c(Cl)c(Cl)c(C(c2c(Cl)c(Cl)c(C(=O)O)c(Cl)c2Cl)c2c(Cl)c(Cl)c(C(=O)O)c(Cl)c2Cl)c(Cl)c1Cl
5688,Eu,O=C(O)c1c(Cl)c(Cl)c(C(c2c(Cl)c(Cl)c(C(=O)O)c(Cl)c2Cl)c2c(Cl)c(Cl)c(C(=O)O)c(Cl)c2Cl)c(Cl)c1Cl
5689,Cu,O=C(Nc1ccncc1)c1ccc(-c2ccc(C(=O)Nc3ccncc3)cn2)nc1
5690,Zn,O=C(Nc1ccncc1)c1ccc(-c2ccc(C(=O)Nc3ccncc3)cn2)nc1
5691,Y,OS(O)(O)c1cccc2c(S(O)(O)O)cccc12
5692,Gd,OS(O)(O)c1cccc2c(S(O)(O)O)cccc12
5693,Er,OS(O)(O)c1cccc2c(S(O)(O)O)cccc12
5694,Yb,OS(O)(O)c1cccc2c(S(O)(O)O)cccc12
5695,Tb,O=C(O)c1cc(Br)cc(C(=O)O)c1
5696,Zn,O=C(O)c1cc(O)c2ccccc2n1
5697,Ni,c1cn(CCn2ccnc2)cn1
5698,Zn,O=C(O)c1cc(C(=O)O)cc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c(-c3cc(C(=O)O)cc(C(=O)O)c3)cc2-c2cc(C(=O)O)cc(C(=O)O)c2)c1
5699,Y,O=P(O)(O)c1cc(-c2cc(P(=O)(O)O)cc(P(=O)(O)O)c2)cc(P(=O)(O)O)c1
5700,Cd,O=C(O)CN(CC(=O)O)c1ccccc1C(=O)O
5701,Zn,O=C(O)c1cncc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1
5702,Ag,N#CC(C#N)=C(C#N)/N=C(\C#N)C(C#N)C#N
5703,K,Oc1c(O)c(S(O)(O)O)c(O)c(O)c1S(O)(O)O
5704,K,O=C1C(=O)[C@H](S(O)(O)O)C(=O)C(=O)[C@H]1S(O)(O)O
5705,Mn,O=C1C(=O)[C@H](n2cncn2)C(=O)C(=O)[C@@H]1n1cncn1
5706,Zn,COCCc1nnn[nH]1
5707,Mn,c1cnc(-c2nnc(-c3ncn[nH]3)[nH]2)cn1
5708,Mn,c1cnc(-c2nc(-c3ncn[nH]3)n[nH]2)cn1
5709,Rb,N#CC(C#N)=c1c(=O)c(=O)c(=C(C#N)C#N)c1=O
5710,Fe,c1cn(CCCCCn2ccnn2)nn1
5711,In,O=C(O)c1nc[nH]c1C(=O)O
5712,Ca,N[C@@H](COP(=O)(O)O)C(=O)O
5713,Cu,Nc1n[nH]c(=S)s1
5714,Eu,O=C(O)c1ccc(CN2C=CN(Cc3ccc(C(=O)O)cc3)C2)cc1
5715,La,O=C(O)CN1C=C(C(=O)O)CC(C(=O)O)=C1
5716,Mn,O=C(O)[C@@H](O)[C@H](O)C(=O)O
5717,Ca,N#CC1=C(C#N)C(C#N)C(C#N)=C1C#N
5718,Ba,N#CC1=C[C@@H](C#N)C(C#N)=C1C#N
5719,Ag,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
5720,K,O=C(O)[C@H](O)CO
5721,Cd,Cc1ccc(-c2nc(C(=O)O)c(C(=O)O)[nH]2)cc1C
5722,Zn,Cc1ccc(C2=N[C@H](C(=O)O)C(C(=O)O)=N2)cc1C
5723,Mn,Cc1ccc(C2=N[C@H](C(=O)O)C(C(=O)O)=N2)cc1C
5724,Co,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)nc1
5725,Cd,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)nc1
5726,Cu,Cc1cc(C(=O)O)cc(C)c1-c1c(C)cc(C(=O)O)cc1C
5727,Gd,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1
5728,La,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1
5729,Zn,O=C(O)c1ccc(-c2c3nc(c(-c4cc(C(=O)O)cc(C(=O)O)c4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5cc(C(=O)O)cc(C(=O)O)c5)c5ccc2[nH]5)C=C4)C=C3)cc1
5730,Cd,O=C(O)CN(Cc1ccncc1)CP(=O)(O)O
5731,Mn,O=C(O)CN(Cc1ccncc1)CP(=O)(O)O
5732,Hf,O=C(O)c1ccc(C(=O)O)cc1
5733,Er,O=C(O)/C=C/C=C/C(=O)O
5734,Zn,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2O)cc1
5735,U,O=C(O)c1ccnc(C(=O)O)c1
5736,U,O=C(O)c1cccc(C(=O)O)n1
5737,Zn,Cc1c(C(=O)O)sc2sc(C(=O)O)c(C)c12
5738,Zn,O=C(O)[C@H]1SCC(=S)S1
5739,Cd,Cc1nc(-c2ccncc2)sc1C(=O)O
5740,Mn,Cc1nc(-c2ccncc2)sc1C(=O)O
5741,Ni,O=C(O)c1cc(C(=O)O)c(-n2cncn2)cc1-n1cncn1
5742,Zn,c1ccc2c(-n3ccnc3)c3ccccc3c(-n3ccnc3)c2c1
5743,Fe,On1nnnc1-c1nnnn1O
5744,Co,Cc1nccn1-c1cc(C(=O)O)cc(C(=O)O)c1
5745,Co,Cc1cn(-c2cc(C(=O)O)cc(C(=O)O)c2)cn1
5746,Ni,O=C(O)c1ccc(-c2ccc(-c3ccncc3)cc2)cc1
5747,Zr,O=C(O)c1cc(/N=N/c2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5748,Eu,COCc1cc(-c2ccc(C(=O)O)cc2)c(COC)cc1-c1ccc(C(=O)O)cc1
5749,Pb,O=C(O)c1ccc(NC(=O)c2cc[n+]([O-])cc2)cc1
5750,Cr,c1c(-c2nn[nH]n2)cc(-c2nnn[nH]2)cc1-c1nnn[nH]1
5751,Tm,O=C(O)CCC(=O)O
5752,Zn,O=C(O)c1ccc(-c2ccc(-c3cc(-c4ccncc4)nc(-c4ccncc4)c3)cc2)cc1
5753,Eu,O=C(O)c1cc(CN2C=CC(C3=CCN(Cc4cc(C(=O)O)cc(C(=O)O)c4)C=C3)=CC2)cc(C(=O)O)c1
5754,Cs,O=C(O)C(=O)O
5755,Co,O=P(O)(O)c1ccc(P(c2ccc(P(=O)(O)O)cc2)c2ccc(P(=O)(O)O)cc2)cc1
5756,Cu,COc1cc(C(=O)Nc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)Nc2cc(C(=O)O)cc(C(=O)O)c2)c1
5757,Mn,C[C@@H](C(=O)O)N1C=CN([C@H](C)C(=O)O)C1
5758,Mn,O=C(O)c1cc(C(=O)O)cc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)c1
5759,Cd,O=C(O)c1ccc2c(c1)S(=O)(=O)c1cc(C(=O)O)ccc1-2
5760,Nd,Cc1cc(-c2cc[n+]([O-])c(C)c2)cc[n+]1[O-]
5761,Sm,Cc1cc(C2=C[C@H](C)N(O)C=C2)cc[n+]1[O-]
5762,Eu,O=C(O)c1cc(C(=O)O)cc(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(c2cc(C(=O)O)cc(C(=O)O)c2)C4=O)c1
5763,Tb,O=C(O)c1cc(C(=O)O)cc(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(c2cc(C(=O)O)cc(C(=O)O)c2)C4=O)c1
5764,Nd,O=C(O)c1cc(C(=O)O)cc(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(c2cc(C(=O)O)cc(C(=O)O)c2)C4=O)c1
5765,Cu,O=C(O)CN1C=CN(CC(=O)O)C1
5766,Zn,C1N=C(SSC2=NCNN2)NN1
5767,Cd,O=C(O)/C=C/c1ccc(/C=C/c2cccnc2)cc1
5768,Tb,O=C(O)CCCC(=O)O
5769,Co,CC(=O)/C(=C(/C)O)c1ccc(C#Cc2ccncc2)cc1
5770,Tl,O=C(O)c1ccc(S(=O)(=O)c2ccc(C(=O)O)cc2)cc1
5771,Tl,O=C(O)C#CC(=O)O
5772,Tb,O=C(O)CCCCC(=O)O
5773,Pb,O=P(O)(O)c1cccc(S(O)(O)O)c1
5774,Ag,C/C(=N\N[C@@H](/C(=N\N[C@@H](C)c1cnccn1)c1ccccc1)c1ccccc1)c1cnccn1
5775,Ca,O=C(O)c1cccc(NC(=O)c2cc(C(=O)Nc3cccc(C(=O)O)c3)cc(C(=O)Nc3cccc(C(=O)O)c3)c2)c1
5776,U,O=C(O)c1cc(O)cc(C(=O)O)n1
5777,Er,O=C(O)c1cccc(C(=O)O)c1
5778,Ag,O=C(O)c1cnccn1
5779,Pb,O=C(O)c1c(O)cccc1O
5780,Pb,OS(O)(O)CCS(O)(O)O
5781,Cu,O=C(O)[C@H]1O[C@@H](C(=O)O)[C@H](C(=O)O)[C@@H]1C(=O)O
5782,Fe,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
5783,Mn,O=C(O)c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1
5784,Ag,Cc1c(Cc2c(C)c(Cn3ccnc3)c(C)c(Cn3ccnc3)c2C)c(C)c(Cn2ccnc2)c(C)c1Cn1ccnc1
5785,Ce,O=CO
5786,Li,O=C1CC(=O)C(=O)CC1=O
5787,Ag,Cc1nccn1Cn1ccnc1C
5788,Sc,O=C(O)c1cc(S(O)(O)O)cc(S(O)(O)O)c1
5789,Zn,c1nc(-c2cc(-c3c[nH]cn3)cc(-c3cnc[nH]3)c2)c[nH]1
5790,Cd,c1ncc(-c2cc(-c3cnc[nH]3)cc(-c3cnc[nH]3)c2)[nH]1
5791,Cd,O=C(O)c1cc(-c2ccncc2)cc(C2CCNCC2)c1
5792,Nd,O=C(O)[C@H]1CC[C@@H](C(=O)O)CC1
5793,Cu,Cc1cc(C#N)c(C)cc1C#N
5794,Tl,O=C1C([N+](=O)[O-])=CC([N+](=O)[O-])C=C1[N+](=O)[O-]
5795,Cu,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
5796,Eu,O=C(O)c1ccc(-c2ccc(C(=O)O)c(O)c2)cc1O
5797,Gd,O=C(O)c1ccc(-c2ccc(C(=O)O)c(O)c2)cc1O
5798,Dy,O=C(O)c1ccc(-c2ccc(C(=O)O)c(O)c2)cc1O
5799,Zn,O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1
5800,Nd,O=C(O)[C@H]1CC[C@H](C(=O)O)CC1
5801,Cd,O=C(O)c1cc(C(=O)c2ccccc2)c(C(=O)O)cc1C(=O)c1ccccc1
5802,Cu,Nc1c(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)cc(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)cc1-c1cn(-c2cc(C(=O)O)cc(C(=O)O)c2)nn1
5803,Sr,O=C(O)c1ccco1
5804,U,O=P(O)(O)CCP(=O)(O)O
