,metal,linker_SMILES
311,Zn,O=C(N/N=C/c1ccccn1)c1cncc(C(=O)N/N=C/c2ccccn2)c1
312,Co,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
313,Gd,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c2)cc1
314,Ho,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c2)cc1
315,Er,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c2)cc1
316,Yb,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c2)cc1
317,Lu,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c2)cc1
318,Pr,O=C(O)c1ccc(C(=O)O)cc1
319,Co,O=P(O)(O)CN1CCC(C2CCN(CP(=O)(O)O)CC2)CC1
320,Cd,O=C(c1ccc(C(=O)O)c(C(=O)O)c1)c1ccc(C(=O)O)c(C(=O)O)c1
321,Zn,O=C(O)c1ccnc(CO)c1
322,Zn,O=C(O)c1ccc(CO)nc1
323,In,O=C(O)c1ccc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc(-c3ccc(C(=O)O)cc3)n2)cc1
324,Eu,O=C(O)c1cc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc(C(=O)O)c1
325,Ag,c1ccc(-n2c(-c3ccncc3)nnc2-c2ccncc2)nc1
326,Cu,O=C(O)c1ccc(-c2ccc(N(c3ccc(-c4ccc(C(=O)O)cc4)cc3)c3ccc(-c4ccc(C(=O)O)cc4)cc3)cc2)cc1
327,Cu,CC1(C)c2cc(-c3ccc(C(=O)O)cc3)cc3c2N2c4c1cc(-c1ccc(C(=O)O)cc1)cc4C(C)(C)c1cc(-c4ccc(C(=O)O)cc4)cc(c12)C3(C)C
328,Nd,O=C(O)c1ccccc1C(=O)O
329,Sm,O=C(O)c1ccc(C(=O)O)cc1
330,Cd,O=C(O)c1ccncc1
331,Pb,O=C(O)C[C@H](C(=O)O)[C@H](CC(=O)O)C(=O)O
332,Cu,C(=C/c1ccncc1)\c1ccncc1
333,Ni,C(=C/c1ccncc1)\c1ccncc1
334,Zn,Nc1c(-c2cc(C(=O)O)cc(C(=O)O)c2)cc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c(N)c(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)cc1-c1cc(C(=O)O)cc(C(=O)O)c1
335,Cd,c1nnc[nH]1
336,Zn,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1
337,Cd,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1
338,Cd,O=C(O)c1cc(C(=O)O)cc(-c2cc3c(=O)ooc(=O)c3cc2-c2cc(C(=O)O)cc(C(=O)O)c2)c1
339,Zn,O=C(O)c1cc(NN(O)c2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
340,Cd,O=C(O)c1cc(NN(O)c2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
341,Co,O=C(O)c1cc(NN(O)c2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
342,Mn,O=C(O)c1cc(C(=O)O)cc(N(O)N(O)c2cc(C(=O)O)cc(C(=O)O)c2)c1
343,Ho,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
344,Mn,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1
345,Zn,O=C(O)c1cc(OCc2ccc(-c3ccc(COc4cc(C(=O)O)cc(C(=O)O)c4)cc3)cc2)cc(C(=O)O)c1
346,Mn,O=C(O)c1cc(OCc2ccc(-c3ccc(COc4cc(C(=O)O)cc(C(=O)O)c4)cc3)cc2)cc(C(=O)O)c1
347,Mg,O=C(O)c1cncc(C(=O)O)c1
348,Cu,c1cc(-c2sc(-c3ccncc3)c(-c3ccncc3)c2-c2ccncc2)ccn1
349,Ag,c1cc(-c2sc(-c3ccncc3)c(-c3ccncc3)c2-c2ccncc2)ccn1
350,Ag,O=C(O)c1ccc(C(=O)O)cc1
351,Ag,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
352,Cd,O=C(O)Cc1nnnn1CC(=O)O
353,Cd,C[C@H](C(=O)O)n1nnc(-c2cnccn2)n1
354,Cd,O=C(O)c1nc(-c2ccccn2)[nH]c1C(=O)O
355,Cu,C1=NCN(Cc2cc(CN3CN=CN3)cc(CN3CN=CN3)c2)N1
356,Na,O=C(O)c1cc(C(=O)O)cc(S(O)(O)O)c1
357,Mn,c1ccc(-c2ccccn2)nc1
358,Zr,O=P(O)(O)CN1CCN(CP(=O)(O)O)CC1
359,Pr,O=C(O)CN(CC(=O)O)CC(=O)O
360,Zn,Nc1n[nH]c(N)n1
361,Zn,Nc1nnc(N)[nH]1
362,Ag,Oc1cc(O)c(S(O)(O)O)cc1S(O)(O)O
363,Zn,O=C(O)c1ccc(-c2cc(C(=O)O)cc(-c3ccc(C(=O)O)cc3)c2)cc1
364,Cd,O=C(O)c1ccc(-c2cc(C(=O)O)cc(-c3ccc(C(=O)O)cc3)c2)cc1
365,K,O=C1C([N+](=O)[O-])=C[C@H]([N+](=O)[O-])C(=O)[C@H]1[N+](=O)[O-]
366,Na,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
367,Cu,Cc1nc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)n1
368,Zn,c1cncc(COc2c3cccc2Cc2cccc(c2OCc2cccnc2)Cc2cccc(c2OCc2cccnc2)Cc2cccc(c2OCc2cccnc2)C3)c1
369,Cu,O=C(O)c1cc(C(=O)O)cc(N2C(=O)c3ccccc3C2=O)c1
370,Zn,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1
371,Cu,Nc1ccc(-c2nnc(-c3ccc(N)cc3)[nH]2)cc1
372,Lu,Nc1cc(C(=O)O)c(N)cc1C(=O)O
373,Cu,Nc1ccc(-c2n[nH]c(-c3ccc(N)cc3)n2)cc1
374,Ce,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
375,Cs,Nc1cc([N+](=O)[O-])ccc1C(=O)O
376,Cu,O=P(O)(O)c1ccc(P(=O)(O)O)s1
377,Co,O=C1NNC(=O)[C@H]2C[C@H]3C(=O)NNC(=O)[C@@H]3C[C@H]12
378,Ce,O=C(O)CC(=O)O
379,Cu,CCO[P@@](=O)(O)c1ccc(-c2cc(-c3ccc(P(=O)(O)O)cc3)cc(-c3ccc([P@@](=O)(O)OCC)cc3)c2)cc1
380,Co,N#CNC#N
381,La,[O-][n+]1ccc(CCc2cc[n+]([O-])cc2)cc1
382,Co,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
383,Mn,Oc1ccc(S(O)(O)O)c2cccnc12
384,Na,OS(O)(O)C(S(O)(O)O)S(O)(O)O
385,Cs,OS(O)(O)C(S(O)(O)O)S(O)(O)O
386,Zn,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1
387,Pb,OS(O)(O)C(S(O)(O)O)S(O)(O)O
388,Mn,CCCC(=O)O
389,Ba,O=C(O)c1ccc2c(c1)C(=O)c1cc(C(=O)O)ccc1-2
390,Mn,O=C(O)c1ccc2c(c1)C(=O)c1cc(C(=O)O)ccc1-2
391,Zn,[C]c1c([C])c(C(=O)O)c([C])c([C])c1C(=O)O
392,Cd,O=C(O)c1cc(S)cc(C(=O)O)c1
393,Cd,c1ncn(-c2ccc(-c3nnn[nH]3)cc2)n1
394,Ce,O=C(O)c1cccc(C(=O)O)n1
395,Nd,O=C(O)c1cccc(C(=O)O)n1
396,Pb,O=C(O)[C@H]1O[C@@H](C(=O)O)[C@H](C(=O)O)[C@@H]1C(=O)O
397,Cs,O=C(O)c1cccc(=O)[nH]1
398,Cu,O=C(O)/C=C\c1cc(/C=C/C(=O)O)cc(/C=C/C(=O)O)c1
399,Cd,O=C(O)c1ccc(C(=O)O)s1
400,K,O=[N+]([O-])Nn1nc([N+](=O)[O-])c2c1c([N+](=O)[O-])nn2N[N+](=O)[O-]
401,Gd,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
402,Tb,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
403,Er,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
404,Ag,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O
405,Mn,OCC(CO)(CO)c1ccncc1
406,Na,CC(C)(C)c1cc2c(OCC(=O)O)c(c1)Sc1cc(S(O)(O)O)cc(c1O)Sc1cc(S(O)(O)O)cc(c1O)Sc1cc(S(O)(O)O)cc(c1O)S2
407,Ca,O=C(O)c1cc(Br)c(C(=O)O)cc1Br
408,Cu,O=C(O)c1ccc(-c2c(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)c2-c2ccc(C(=O)O)cc2)cc1
409,Li,O=C(O)c1cc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
410,Li,O=C(O)c1cc(/N=N/c2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
411,Ho,O=C(O)c1ccc(C(=O)O)s1
412,Co,O=C(O)c1cc(-c2ccncc2)cc(-c2ccncc2)c1
413,Pr,O=C(O)C1CCN(CP(=O)(O)O)CC1
414,Cu,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1
415,Rb,O=C(O)c1cc([N+](=O)[O-])ccc1O
416,Zn,O=C(O)c1cc(OCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
417,Nd,O=C(O)CCCCC(=O)O
418,Pr,O=C(O)/C=C/C(=O)O
419,Cd,NNN
420,Mn,O=C(O)c1ccccc1SSc1ccccc1C(=O)O
421,Mn,O=C(Nc1ccc(C(=O)O)c(C(=O)O)c1)c1ccncc1
422,Cu,O=C(O)c1cc(O)cc(C(=O)O)c1
423,Zn,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
424,Ca,NC(=O)CC(=O)O
425,Zn,O=C(O)CCCc1nc2ccccc2[nH]1
426,Ba,O=C(O)c1nc(-c2ccccn2)[nH]c1C(=O)O
427,Ba,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
428,Zn,[C]C[C@@H]1c2cc(c(OCC(=O)O)cc2OC)[C@H](CC)c2cc(c(OCC(=O)O)cc2OC)[C@H](C[C])c2cc(c(OCC(=O)O)cc2OC)[C@@H](CC)c2cc1c(OCC(=O)O)cc2OC
429,Pb,O=C(O)c1ccc(C(=O)O)c(-c2cccnc2)c1
430,Ba,O=CO
431,La,O=C(O)c1cc2nc[nH]c2cc1C(=O)O
432,Pr,O=C(O)c1cc2nc[nH]c2cc1C(=O)O
433,Sm,O=C(O)c1cc2nc[nH]c2cc1C(=O)O
434,Gd,O=C(O)c1cc2nc[nH]c2cc1C(=O)O
435,Ag,Oc1ccc(NNc2ccc(S(O)(O)O)cc2)cc1
436,Ba,O=C(O)C(=O)O
437,Co,c1cc(-c2nn[nH]n2)ccc1-c1ccc(-c2nnn[nH]2)cc1
438,Co,O=C(O)c1cc(C(=O)O)cc(-c2ccncc2)c1
439,Mn,CCc1cnc([C@H]2NC(=O)[C@](C)(C(C)C)N2)c(C(=O)O)c1
440,Nd,O=C(O)[C@@H](O)[C@@H](O)C(=O)O
441,Mo,c1cc(-c2ccncc2)ccn1
442,Cu,N#CC(C#N)c1ccc(C(C#N)C#N)cc1
443,Ni,C1=Cc2nc1c(-c1ccc(-c3cn[nH]c3)cc1)c1ccc([nH]1)c(-c1ccc(-c3cn[nH]c3)cc1)c1nc(c(-c3ccc(-c4cn[nH]c4)cc3)c3ccc([nH]3)c2-c2ccc(-c3cn[nH]c3)cc2)C=C1
444,Cs,O=C(O)CC(O)(CC(=O)O)C(=O)O
445,Mn,O=C(O)c1cccc(-c2ccc(C(=O)O)nc2)c1
446,Cu,C[C@@H](O)c1n[nH]c([C@@H](C)O)n1
447,Cu,C[C@H](O)c1n[nH]c([C@H](C)O)n1
448,Cu,CC(C)c1n[nH]c(C(C)C)n1
449,Mn,O=C(O)c1ccncc1C(=O)O
450,Cd,O=C(O)c1cc(O)c(C(=O)O)cc1O
451,Cs,Cc1cccc(C)c1O
452,Mn,O=C1C(=O)C(=O)C1=O
453,Zn,O=C1C(=O)C(=O)C1=O
454,Tl,c1cc(-c2nnn[nH]2)ccc1-c1nn[nH]n1
455,Na,O=C(O)c1cccnc1-c1ncccc1C(=O)O
456,Rb,O=C(O)c1cccnc1-c1ncccc1C(=O)O
457,Li,O=C(O)C1=CC(O)=C[C@H](C(=O)O)N1
458,K,O=C(O)c1cc(=O)cc(C(=O)O)[nH]1
459,K,O=C(O)c1cccnc1-c1ncccc1C(=O)O
460,Cs,O=C(O)c1cccnc1-c1ncccc1C(=O)O
461,Cs,O=C(O)c1cc(=O)cc(C(=O)O)[nH]1
462,Cu,O=C(O)c1cc2nc[nH]c2cc1C(=O)O
463,Zr,O=P(O)(O)c1ccc(C(c2ccc(P(=O)(O)O)cc2)(c2ccc(P(=O)(O)O)cc2)c2ccc(P(=O)(O)O)cc2)cc1
464,Zr,O=P(O)(O)c1ccc([C@]23C[C@]4(c5ccc(P(=O)(O)O)cc5)C[C@](c5ccc(P(=O)(O)O)cc5)(C2)C[C@](c2ccc(P(=O)(O)O)cc2)(C3)C4)cc1
465,Cu,O=C(O)c1cccc(C(=O)O)c1
466,Ag,CN1c2cncc(n2)N(C)c2cncc(n2)N(C)c2cncc(n2)N(C)c2cncc1n2
467,Mn,N#CNC#N
468,Fe,N#CNC#N
469,Co,O=C(OCC(COC(=O)c1ccncc1)(COC(=O)c1ccncc1)COC(=O)c1ccncc1)c1ccncc1
470,La,O=C(O)c1ccc(C(=O)O)c([N+](=O)[O-])c1
471,K,c1ccc(Pc2ccccc2)cc1
472,Cd,O=C(O)c1cccc(-c2cc(C(=O)O)ccc2C(=O)O)c1
473,U,O=P(O)(O)CP(=O)(O)O
474,Fe,c1nncn1NNn1cnnc1
475,Cu,O=C(O)c1cc(C(=O)O)cc(N2CCN(c3cc(C(=O)O)cc(C(=O)O)c3)CC2)c1
476,Ni,O=C(O)[C@@H]1CS[C@H](C(=O)O)N1
477,Mg,O=C(O)c1cc(C(=O)O)[nH]n1
478,Ag,O=C(O)CC(=O)O
479,Hg,c1c[nH]cn1
480,Cd,c1c[nH]cn1
481,Cd,C1=NC=NC1
482,Fe,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1
483,Fe,O=C(O)c1cc(/N=N/c2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
484,Cu,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
485,Cu,O=C(O)c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)cc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)c3)cc2)cc1
486,Mn,c1cc2cc(-c3nnn[nH]3)ccc2cc1-c1nn[nH]n1
487,Ba,O=P(O)(O)c1cc(P(=O)(O)O)cc(P(=O)(O)O)c1
488,Na,O=C(O)c1ccc(C(=O)O)cc1
489,K,O=C1C([N+](=O)[O-])=C[C@H]([N+](=O)[O-])C(O)=C1[N+](=O)[O-]
490,Cd,O=C(O)c1ccc(CN2CCN(Cc3ccc(C(=O)O)cc3)CCN(Cc3ccc(C(=O)O)cc3)CC2)cc1
491,Zn,O=P(O)(O)CCCCP(=O)(O)O
492,Ni,O=C(O)c1ccc2nc[nH]c2c1
493,U,O=C(O)CCCCC(=O)O
494,Ba,O=C(O)c1ccc(COc2cc(C(=O)O)cc(C(=O)O)c2)cc1
495,Co,Nc1cc(C(=O)O)ccn1
496,Cd,O=C(O)c1cc(C(=O)O)cc(-c2ccc(-c3ccn[nH]3)cc2)c1
497,Mn,O=C(O)c1cc(C(=O)O)cc(-c2ccc(-c3cc[nH]n3)cc2)c1
498,Th,O=C(O)C1=CNC=C(C(=O)O)C1
499,Zn,O=C(O)c1nc(-c2ccncc2)[nH]c1C(=O)O
500,V,c1cc(-c2ccncc2)ccn1
501,Ni,O=C(O)c1ccc(-c2ccncc2)cc1
502,U,O=C(O)[C@H]1CC[C@@H](C(=O)O)CC1
503,U,O=C(O)[C@H]1CC[C@H](C(=O)O)CC1
504,Zn,O=c1ccnc[nH]1
505,Sn,[O-][n+]1ccc(-c2cc[n+]([O-])cc2)cc1
506,Cu,Cc1ncc(CO)c(CN[C@H](C(=O)O)C(C)C)c1O
507,Mn,O=C(O)c1cc(NC(=O)c2ccc(-c3cccnc3)cc2)cc(C(=O)O)c1
508,Mn,O=C(O)c1ccc(P(=O)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
509,Co,O=C(O)c1ccc(P(=O)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
510,Cd,O=C(O)Cn1ccnc1-c1ncc[nH]1
511,Mg,CC(=O)O
512,Cd,O=C(O)c1ccc(-c2ccc(C(=O)O)nc2)cc1
513,Zn,C[C@@H](O)c1nc2cc(C(=O)O)ccc2[nH]1
514,Sr,N#CC(C#N)c1ccc(C(C#N)C#N)cc1
515,Ba,N#CC(C#N)c1ccc(C(C#N)C#N)cc1
516,Ca,N#CC(C#N)c1ccc(C(C#N)C#N)cc1
517,Rb,N#CC(C#N)=C(C#N)C#N
518,Zn,C[C@H](NCc1ccncc1)C(=O)O
519,Cu,O=C(O)c1c(C(F)(F)F)n[nH]c1C(F)(F)F
520,Zn,CC(C)[C@H](NCc1ccncc1)C(=O)O
521,Sr,O=C(O)c1ccc(C(=O)O)c(S(O)(O)O)c1
522,Ca,O=C(O)c1ccc(C(=O)O)c(S(O)(O)O)c1
523,Eu,O=C(O)C(=O)O
524,Ni,O=C(O)c1ccc(-c2cc(-c3ccncc3)cc(-c3ccc(C(=O)O)cc3)n2)cc1
525,Co,O=C(O)c1ccc(-c2cncc(-c3ccc(C(=O)O)cc3)c2)cc1
526,Cu,O=C(O)c1ccc(COc2cc(OCc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
527,Zn,O=Cc1cc(C(=O)O)ccc1-c1ccncc1
528,Ni,O=Cc1cc(C(=O)O)ccc1-c1ccncc1
529,Ho,O=C(O)c1cc(C(=O)O)cc([C@H]2NN[C@H](c3cc(C(=O)O)cc(C(=O)O)c3)N2)c1
530,Tb,O=C(O)c1cc(C(=O)O)cc(-c2nnc(-c3cc(C(=O)O)cc(C(=O)O)c3)[nH]2)c1
531,Mn,O=C(O)c1cc(C(=O)O)nc(-c2ccncc2)n1
532,Cd,O=C(O)c1ccc(C(=O)O)c([N+](=O)[O-])c1[N+](=O)[O-]
533,Cd,O=C(O)c1ccc(C(=O)O)c(Br)c1Br
534,Cd,Nc1cc(C(=O)O)ccc1C(=O)O
535,Mn,CCC(=O)Nc1nnn[nH]1
536,Cd,CCC(=O)Nc1nnn[nH]1
537,Cd,CC(=O)Nc1nnn[nH]1
538,Zr,O=C(O)c1ccc(C(=O)O)cc1
539,Cs,O=C(O)C[C@H](O)C(=O)O
540,Ho,O=C(O)c1ccc(/C=N/c2cc(C(=O)O)cc(C(=O)O)c2)cc1
541,Dy,O=C(O)c1ccc(/C=N/c2cc(C(=O)O)cc(C(=O)O)c2)cc1
542,Tb,O=C(O)c1ccc(CNc2cc(C(=O)O)cc(C(=O)O)c2)cc1
543,Gd,O=C(O)c1ccc(/C=N/c2cc(C(=O)O)cc(C(=O)O)c2)cc1
544,Eu,O=C(O)c1ccc(/C=N/c2cc(C(=O)O)cc(C(=O)O)c2)cc1
545,Sm,O=C(O)c1ccc(/C=N/c2cc(C(=O)O)cc(C(=O)O)c2)cc1
546,Pr,O=C(O)c1ccc(CNc2cc(C(=O)O)cc(C(=O)O)c2)cc1
547,Ce,O=C(O)c1ccc(CNc2cc(C(=O)O)cc(C(=O)O)c2)cc1
548,Ce,O=C(O)c1ccc(/C=N/c2cc(C(=O)O)cc(C(=O)O)c2)cc1
549,La,O=C(O)c1ccc(/C=N/c2cc(C(=O)O)cc(C(=O)O)c2)cc1
550,Ni,c1c(-c2nn[nH]n2)cc(-c2nnn[nH]2)cc1-c1nnn[nH]1
551,Cd,c1c(-c2nn[nH]n2)cc(-c2nnn[nH]2)cc1-c1nnn[nH]1
552,Cu,C1=NC=NC1
553,Pb,O=C(O)c1cc(C(=O)O)cc(-c2cccnc2)c1
554,Mn,O=C(O)c1cc(C(=O)O)cc(-c2cccnc2)c1
555,Na,O=C(O)c1cc(Cl)c(Cl)cc1C(=O)O
556,Mn,O=C(O)c1cccc(P(=O)(c2cccc(C(=O)O)c2)c2cccc(C(=O)O)c2)c1
557,Y,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
558,Zn,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3c4nc(c(-c5cc(-c6ccc(C(=O)O)cc6)cc(-c6ccc(C(=O)O)cc6)c5)c5ccc([nH]5)c(-c5cc(-c6ccc(C(=O)O)cc6)cc(-c6ccc(C(=O)O)cc6)c5)c5nc(c(-c6cc(-c7ccc(C(=O)O)cc7)cc(-c7ccc(C(=O)O)cc7)c6)c6ccc3[nH]6)C=C5)C=C4)c2)cc1
559,Mn,O=C(O)c1ccc2c(c1)C(=O)c1ccc(C(=O)O)cc1C2=O
560,Sb,OS(O)(O)CCCCS(O)(O)O
561,Ni,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2O)c(O)c1
562,Ni,N#CNC#N
563,Ni,O=C(O)c1cncc(OCc2cc(C(=O)O)cc(C(=O)O)c2)c1
564,Mn,O=C(O)c1cncc(OCc2cc(C(=O)O)cc(C(=O)O)c2)c1
565,Co,O=C(O)c1cncc(OCc2cc(C(=O)O)cc(C(=O)O)c2)c1
566,Cu,O=C(O)c1cncc(OCc2cc(C(=O)O)cc(C(=O)O)c2)c1
567,Co,O=C(O)c1cc(OOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
568,Cd,O=C(O)c1cc(CCc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
569,U,O=C(O)c1cc(C(=O)O)cc(S(O)(O)O)c1
570,Cu,[O-][n+]1ccc(-c2nnn[nH]2)cc1
571,Cd,O=C(O)c1ccc(Cn2cncn2)cc1
572,Cd,O=C(O)c1ccc(CN2CN=CN2)cc1
573,Co,O=C(O)CCC(=O)O
574,Bi,OS(O)(O)CCS(O)(O)O
575,Cu,O=C(O)c1cc(C(=O)O)cc(-n2ccnc2)c1
576,Zn,O=C(O)c1ccc(-c2cccc(C(=O)O)c2C(=O)O)cc1C(=O)O
577,Ni,C(#Cc1cn[nH]c1)c1ccc(C#Cc2cn[nH]c2)cc1
578,Ni,c1cc(-c2cn[nH]c2)ccc1-c1cn[nH]c1
579,Zn,c1cc2n[nH]nc2cc1-c1ccc2nn[nH]c2c1
580,Zn,C#CCOc1cc(OCC(=O)O)c2cc1[C@@H](c1ccccc1)c1cc(c(OCC(=O)O)cc1OCC=C)[C@@H](c1ccccc1)c1cc(c(OCC#C)cc1OCC(=O)O)[C@H](c1ccccc1)c1cc(c(OCC(=O)O)cc1OCC=C)[C@@H]2c1ccccc1
581,Yb,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(-c4cc(-c5ccc(C(=O)O)cc5)cc(-c5ccc(C(=O)O)cc5)c4)cc(-c4cc(-c5ccc(C(=O)O)cc5)cc(-c5ccc(C(=O)O)cc5)c4)c3)c2)cc1
582,Tb,O=C(O)c1cc(C(=O)c2ccccc2)c(C(=O)O)cc1C(=O)c1ccccc1
583,Nd,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1
584,In,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)cc(C(=O)O)c2)cc1
585,Cu,O=C(O)c1cc(C#Cc2c3ccccc3c(C#Cc3cc(C(=O)O)cc(C(=O)O)c3)c3ccccc23)cc(C(=O)O)c1
586,Na,COC(=O)[C@H]1C=CC(=O)P=C1
587,Pr,c1ccc2c(c1)OCCOCCOCCOCCO2
588,Er,O=C(O)c1ccc(C(=O)O)nc1
589,Th,O=C(O)C(=O)O
590,Bi,O=CO
591,U,O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
592,Zn,c1cc(-c2ccncc2)ccn1
593,Mn,O=C(O)c1ccc(/C=C/c2ccc(C(=O)O)cc2)cc1
594,Cu,O=C(O)c1ccc(C#Cc2cc(C#Cc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
595,Ca,O=C(O)c1cnc(C(=O)O)cn1
596,Ba,O=C(O)c1cnc(C(=O)O)cn1
597,K,OB(O)O
598,Cd,O=C(O)c1ccc(S(=O)(=O)c2ccc(C(=O)O)cc2)cc1
599,Cd,O=C(O)c1ccc(-c2cc3c(cc(-c4ccc(C(=O)O)cc4)n3-c3ccc(-n4ccnc4)cc3)n2-c2ccc(-n3ccnc3)cc2)cc1
600,Dy,O=C(O)c1ccc(P(=O)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
601,Zn,CC(C)(C)c1ccc(-n2c(-c3ccc(C(=O)O)cc3)cc3c2cc(-c2ccc(C(=O)O)cc2)n3-c2ccc(C(C)(C)C)cc2)cc1
602,Co,O=C(O)c1cc(C(=O)O)cc(-c2cccnc2)c1
603,Ni,O=C(O)c1cc(C(=O)O)cc(-c2cccnc2)c1
604,Zr,O=C(O)c1ccc(-c2cccc(-c3ccc(C(=O)O)cc3)c2)cc1
605,Cu,Cc1nccnc1C
606,Zr,O=C(O)c1ccc(-c2ccc3ccc(-c4ccc(C(=O)O)cc4)cc3c2)cc1
607,Tb,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O
608,Cu,O=C(O)[C@]12C[C@]3(C(=O)O)C[C@](C(=O)O)(C1)C[C@](C(=O)O)(C2)C3
609,Cd,O=C(O)c1ccc(-n2cnc(-c3cnccn3)n2)cc1
610,Cu,O=C(O)c1ccc2cc(-c3cc(-c4ccc5cc(C(=O)O)ccc5c4)cc(-c4ccc5cc(C(=O)O)ccc5c4)c3)ccc2c1
611,Zn,O=C(O)c1ccc2cc(-c3cc(-c4ccc5cc(C(=O)O)ccc5c4)cc(-c4ccc5cc(C(=O)O)ccc5c4)c3)ccc2c1
